# L=12.000000 12.000000 18.000000 t=0.000000 blocks=1
# v=-24.33 -7.17 -24.33 0.10 -7.17 0.00 w=3.00 3.00 3.00 3.00 3.00 3.00 0.00 3.00 3.00 0.00
# a2=0.9 a3=1.0 Re=2.0 N=10 ks=20.537 kb=3.000 l0=0
# Rigid x(6.00 6.00 9.00) a(0.00 0.00 1.00) c(0.50 1.00 4.00 2.2000) s{torus}
# n=569 N=10 name=LIPID0
11.067199 0.104720 7.636839 0.079290 0.251348 -0.175128  0 
10.640266 0.108176 7.535125 0.012066 0.324173 -0.298124  0 
10.752736 0.075701 7.187348 -0.062279 -0.349889 -0.059908  0 
10.657679 -0.093312 7.136148 -0.000652 -0.330064 0.149381  0 
10.894686 0.072388 7.355438 0.109424 0.116805 -0.071921  0 
11.933558 0.425356 7.000000 0.022473 0.283624 -0.197555  1 
12.273487 0.552093 6.416889 -0.131352 -0.143322 0.146392  1 
7.308329 6.927360 7.486737 -0.576709 -0.127829 0.335870  0 
7.678240 6.528743 7.408622 -0.329909 0.295816 0.215152  0 
7.604885 6.477225 7.953610 -0.308757 -0.093993 0.215340  0 
7.436617 6.767923 7.737484 0.147786 0.205452 0.385184  0 
7.331146 6.672375 7.340589 0.267412 0.079244 0.026603  0 
7.485901 7.256591 7.481080 0.335476 0.119794 -0.213268  0 
7.471900 6.318997 7.547597 -0.170220 -0.220531 -0.147785  0 
7.403803 5.803682 7.695836 -0.181298 -0.147406 0.036552  0 
7.229396 5.611640 7.000000 -0.027263 0.046618 -0.284021  1 
7.582055 4.815800 6.942008 -0.058319 -0.306476 0.312060  1 
4.790145 8.834431 7.431812 0.160434 -0.128245 -0.087139  0 
4.737096 8.204835 7.887883 0.163784 -0.176359 -0.405850  0 
4.368178 8.300445 8.036788 -0.260759 -0.103091 -0.123858  0 
4.057558 8.101836 8.160034 -0.042884 0.106609 -0.109380  0 
4.156597 8.158046 7.916386 0.093399 -0.137822 0.010248  0 
4.202790 8.563758 7.836380 -0.082709 -0.046245 0.363424  0 
3.351621 9.065773 7.636808 0.080388 -0.020790 0.127234  0 
3.263884 9.237700 7.114079 0.442810 -0.407028 0.093322  0 
3.493018 9.211987 7.000000 0.047847 0.080561 0.232323  1 
3.223283 9.413085 5.851324 -0.370463 -0.368836 -0.072903  1 
2.090367 8.726562 7.585755 -0.035242 0.176294 0.180985  0 
2.081362 8.181019 8.025452 0.170306 0.242922 0.046538  0 
2.756132 8.282748 7.938437 -0.456286 0.522750 0.000764  0 
3.084208 8.103541 7.848409 0.117516 0.196697 0.074774  0 
2.603136 7.830969 7.805030 0.093259 -0.288244 0.208312  0 
2.785170 7.725365 7.308927 -0.408956 -0.078529 0.523152  0 
3.120703 8.100637 7.159588 -0.014141 0.355299 -0.064764  0 
2.901234 7.651180 7.371955 0.003475 0.009073 0.095665  0 
3.516145 6.975487 7.000000 0.110884 0.129378 0.160688  1 
3.057714 6.482062 6.553442 -0.182600 0.224575 0.251243  1 
8.320010 1.543274 7.761177 0.036514 0.214199 0.152563  0 
7.773425 1.394750 7.716571 -0.093323 0.378868 0.324083  0 
7.985917 1.422511 7.770322 -0.546590 -0.153640 -0.202207  0 
8.304608 1.838265 7.769638 0.169084 0.092351 -0.045792  0 
7.374813 1.853229 7.600322 -0.120657 0.060821 0.071284  0 
7.169861 1.627011 7.746747 -0.216024 -0.073807 0.024554  0 
6.438533 1.934246 7.494191 -0.040563 -0.136351 -0.481554  0 
6.963472 2.075669 7.602996 -0.382983 -0.160521 0.030787  0 
6.949669 2.151351 7.000000 -0.135407 -0.206291 0.002752  1 
6.486226 1.729655 6.812192 -0.094980 0.192072 -0.239164  1 
1.714079 12.495462 7.611537 -0.167091 0.008525 -0.009636  0 
1.705473 12.487546 8.018460 -0.488599 0.015698 -0.271919  0 
1.485842 12.911698 8.296350 0.097020 0.240589 0.119089  0 
1.733449 12.247924 7.914647 0.081028 -0.276099 -0.381611  0 
1.761236 11.556689 7.963593 0.166290 -0.132934 -0.434795  0 
2.057471 11.434775 7.876609 0.261385 -0.060431 0.465848  0 
2.372553 11.482694 7.534186 -0.458248 -0.327687 -0.292814  0 
2.033110 11.639165 7.574061 0.016862 -0.162692 -0.272139  0 
2.160933 10.977037 7.000000 -0.349646 -0.199569 -0.143376  1 
1.790462 10.844454 6.545417 -0.144149 0.105605 -0.263962  1 
10.474600 -0.048750 7.427835 0.077430 0.014056 0.223268  0 
10.653099 -0.181658 8.121774 0.038603 0.250051 0.626913  0 
10.363553 -0.300259 8.270979 -0.259400 0.162376 -0.315377  0 
10.697789 -0.301617 8.328960 0.094350 0.140306 0.277151  0 
10.680533 -0.711891 8.557319 -0.043263 -0.143720 -0.295513  0 
10.434757 -0.302320 7.500485 0.098766 0.164665 -0.131054  0 
10.670708 -0.011718 7.223982 0.003720 0.254297 -0.226812  0 
11.084916 -0.151352 7.678311 0.071692 -0.054835 0.358981  0 
11.321766 0.237654 7.000000 -0.604479 -0.281297 -0.011369  1 
10.840631 0.154708 6.623424 -0.128793 0.016199 0.396953  1 
7.140861 6.420427 7.476067 0.144279 -0.079406 0.344035  0 
7.454918 6.164728 7.994096 0.065602 -0.310766 -0.208327  0 
7.780232 6.839505 7.692802 0.094700 -0.378726 -0.169615  0 
7.931889 7.196429 7.249883 -0.127630 0.053776 0.043216  0 
7.952523 6.773617 7.116442 -0.325961 0.027059 -0.147125  0 
8.214840 7.088955 7.197263 0.471518 -0.257852 -0.084875  0 
8.186217 6.950260 7.187116 -0.097873 -0.351167 -0.565427  0 
8.662492 6.938987 7.164274 -0.146524 0.221417 0.098762  0 
8.803718 7.381709 7.000000 0.005686 -0.089104 -0.071007  1 
9.125795 7.121029 6.919142 0.152618 -0.113683 -0.083291  1 
1.644421 7.779777 8.108346 0.206507 0.129859 0.185998  0 
1.907728 7.310416 7.972113 -0.090132 -0.180722 0.058241  0 
2.234497 7.358859 7.983293 0.320190 -0.012178 0.253282  0 
2.206156 7.504461 7.759132 -0.195249 -0.024598 0.084043  0 
2.379987 7.286253 7.714784 0.059224 -0.117273 0.209751  0 
2.239294 7.387342 7.412319 0.087271 -0.221296 0.212544  0 
2.083390 7.623470 7.608585 0.091712 -0.235204 0.203965  0 
1.694234 7.480953 7.409127 0.143165 0.028588 -0.006329  0 
1.567657 7.882358 7.000000 0.009998 -0.149943 -0.181376  1 
1.868219 7.919190 6.501866 0.246236 -0.004406 0.439998  1 
5.690061 6.651581 8.066487 -0.063927 0.119421 0.075866  0 
5.521305 6.698157 7.468556 -0.149765 -0.220303 -0.120147  0 
5.249232 6.086099 7.558638 -0.070188 -0.013990 0.145649  0 
4.933601 6.890938 7.997188 0.018106 0.152853 0.028008  0 
5.242535 7.249540 7.784504 -0.284790 0.143461 -0.388413  0 
4.743897 7.436202 7.647499 0.053254 0.304123 0.021068  0 
5.157586 7.202342 7.377253 -0.150027 -0.264738 0.279754  0 
5.036785 7.899944 7.298178 0.257021 -0.094691 0.244247  0 
5.618917 7.397689 7.000000 0.294063 0.183714 0.111188  1 
4.869952 7.820766 6.368313 -0.243907 -0.295878 0.027961  1 
11.599211 6.507230 8.331757 0.275792 -0.354277 -0.499090  0 
12.018564 6.402293 8.245148 -0.306676 -0.296759 0.138571  0 
12.469607 6.311118 7.775140 -0.334888 -0.134107 0.031491  0 
12.364311 6.511240 7.860855 0.025773 -0.120182 0.144171  0 
12.557340 6.665218 7.721060 -0.055511 -0.219733 0.184276  0 
12.205250 6.874969 8.197564 -0.157332 0.186536 0.063526  0 
11.361473 7.262276 7.725458 0.296499 0.006053 0.297329  0 
11.391761 7.310207 7.058079 -0.154863 0.199518 0.051757  0 
11.423911 7.099610 7.000000 0.132729 -0.027611 -0.070883  1 
11.039043 6.922773 6.744830 0.269641 0.060801 -0.140968  1 
6.897212 8.134041 7.375196 0.027515 -0.005587 0.125753  0 
6.830144 8.488960 7.908491 -0.116662 0.022637 0.142030  0 
7.422641 8.506496 7.918947 0.014806 -0.042718 0.079387  0 
8.325020 8.422891 7.611048 -0.470399 -0.058792 0.243009  0 
8.200701 9.136913 7.896829 0.428265 0.000065 -0.209717  0 
8.040486 9.199769 7.835835 -0.010935 -0.359538 -0.179269  0 
7.327874 8.405347 8.122063 -0.255471 0.042438 0.121990  0 
6.772636 8.667221 7.278118 0.183038 0.166760 0.271480  0 
7.018326 8.746630 7.000000 -0.359280 0.068272 0.370590  1 
6.739024 10.179594 6.962410 -0.045137 0.344754 -0.245874  1 
5.216153 6.099282 7.023661 0.608138 0.111783 -0.067518  0 
4.686823 5.315825 7.200216 0.323078 0.039020 -0.208116  0 
4.734778 5.464035 7.894290 -0.109295 -0.289762 0.123622  0 
4.148590 4.297902 8.534049 0.182458 0.030132 -0.133476  0 
4.155420 4.489031 8.482887 -0.032884 -0.272366 0.046869  0 
3.985783 4.578586 7.864102 -0.103980 -0.267612 -0.109265  0 
4.111666 4.690088 7.474787 0.159223 -0.038999 0.156119  0 
4.677669 4.526517 7.272030 -0.066735 0.161906 -0.190406  0 
4.171923 4.456869 7.000000 -0.234331 0.228875 -0.419903  1 
4.258118 4.494412 6.601463 0.078369 0.191925 0.046073  1 
13.629627 1.888786 7.983976 -0.000134 -0.071398 -0.309684  0 
13.175720 1.419011 8.388696 0.454949 0.078049 0.317640  0 
12.758793 2.050075 8.336860 0.119977 0.248894 0.064140  0 
12.167696 1.753396 8.242786 0.053236 0.030261 0.028521  0 
12.065003 1.667665 7.772588 -0.013506 -0.216584 -0.009854  0 
12.289979 1.106090 7.884265 0.080891 0.053615 0.020942  0 
12.059763 0.658185 7.022913 0.018359 -0.144217 0.368295  0 
11.280206 1.188628 7.415917 -0.160224 -0.011425 0.062116  0 
11.211945 0.830790 7.000000 -0.055872 -0.327416 0.083603  1 
11.140032 1.244772 6.948137 -0.276399 0.418529 0.115365  1 
3.799827 6.359303 8.823475 -0.365478 0.144569 -0.180947  0 
3.595831 6.497363 7.979716 0.105435 -0.013223 -0.275142  0 
3.190628 6.486687 8.176402 0.132917 0.201960 0.210869  0 
3.693717 6.598241 8.251868 -0.642563 0.081499 -0.144808  0 
4.207929 7.244828 8.348940 -0.181756 -0.041808 -0.036491  0 
4.385380 7.609594 7.966298 0.441172 0.165839 -0.290152  0 
4.646163 7.523671 7.234680 -0.585481 0.210679 -0.154307  0 
4.944514 7.913400 7.033699 -0.059231 -0.264758 0.028768  0 
4.588787 8.111233 7.000000 -0.002225 -0.244015 0.212792  1 
4.045655 8.091670 6.738362 -0.043818 -0.183383 0.069630  1 
7.169612 5.077595 7.311077 0.091138 -0.275105 -0.129633  0 
7.091711 5.477436 7.290475 0.121439 0.219233 0.225075  0 
6.766785 6.014742 7.479698 -0.195421 -0.061168 -0.042967  0 
6.487713 6.646579 7.972936 -0.248231 -0.127502 0.059510  0 
6.458800 6.382479 8.293173 0.109460 0.191041 -0.116320  0 
7.051608 6.544117 8.086609 0.244447 0.009088 -0.050055  0 
7.011395 6.662213 8.079207 0.202415 0.031697 0.041281  0 
6.854938 7.082276 7.200202 -0.274337 -0.352944 0.427170  0 
6.642560 6.640963 7.000000 0.039148 0.251636 -0.033165  1 
6.310275 6.223585 6.941721 -0.121594 0.147167 0.004736  1 
13.108483 7.396927 7.624109 -0.079120 -0.132104 0.135284  0 
13.177340 7.608840 7.944046 -0.108352 -0.542157 -0.202850  0 
12.653396 7.608290 8.414556 -0.195074 -0.020988 -0.319069  0 
12.571227 8.136772 8.048213 -0.022636 0.192356 0.431860  0 
12.133242 8.710212 8.026072 -0.071599 -0.224614 0.190313  0 
12.114125 9.124088 7.181472 -0.201370 0.482193 0.303279  0 
11.421692 9.837328 7.100607 0.036127 0.013389 -0.122138  0 
12.222271 10.344843 7.620471 -0.358077 -0.079189 0.309206  0 
11.336953 10.408925 7.000000 0.225257 0.130301 -0.035007  1 
11.737002 10.223343 6.784041 0.047847 0.007818 0.382694  1 
8.114408 2.072623 7.378903 -0.217953 -0.220343 0.007462  0 
7.876994 2.187723 7.311162 -0.366807 0.030742 0.049028  0 
6.932000 2.098744 7.236801 0.258324 0.169305 0.311478  0 
7.420858 2.945321 7.627178 0.148927 -0.022305 0.371805  0 
7.220811 2.661371 7.675636 0.190009 0.281851 -0.104127  0 
6.890328 2.512250 7.160122 0.476323 0.291539 -0.094991  0 
6.439810 2.097712 7.077530 -0.246136 -0.267022 0.149381  0 
6.163330 2.076458 7.014602 0.294699 -0.127028 -0.237728  0 
6.790799 2.959674 7.000000 0.034065 -0.263286 0.020112  1 
6.391671 3.412738 6.982189 0.579071 -0.075578 -0.202826  1 
6.129097 3.341035 8.891300 0.324081 0.072265 0.036933  0 
6.413927 3.161793 9.137175 -0.069037 -0.294789 -0.003864  0 
6.859650 3.224795 9.170694 0.118744 0.134658 0.164560  0 
6.905982 3.649154 8.619550 -0.093437 -0.060802 0.041885  0 
6.681897 3.409083 8.773360 0.230497 -0.079921 0.047405  0 
6.451547 2.932340 7.721975 0.232501 -0.211616 -0.182692  0 
6.297416 2.678435 7.521352 0.227899 -0.166669 0.193476  0 
6.405003 2.727777 7.558009 -0.156817 0.204041 0.169194  0 
6.368713 2.935352 7.000000 0.274701 0.110836 0.085750  1 
5.861837 2.211577 6.570724 -0.016104 -0.086950 -0.104922  1 
11.060867 -0.491527 7.855571 0.300447 -0.442348 0.047844  0 
10.529864 -0.588440 8.213661 0.071259 0.258047 0.234924  0 
10.700428 -0.518045 7.873828 -0.118207 -0.437396 0.139706  0 
10.336046 0.014629 7.032119 0.063353 0.025077 0.007440  0 
10.785855 0.140686 7.045780 0.218104 0.306055 0.150508  0 
11.399855 0.247237 7.140045 0.226587 0.055273 0.138837  0 
11.325513 0.307153 7.119173 0.100575 -0.489134 0.154168  0 
11.313095 0.421322 7.272915 0.132471 -0.139189 0.052790  0 
11.091231 0.506061 7.000000 -0.519241 -0.324262 -0.095391  1 
10.973051 0.893956 6.502065 -0.228324 0.332510 -0.229102  1 
5.809215 1.383701 7.927393 -0.333747 -0.155024 -0.088614  0 
5.917991 1.439839 8.187286 -0.138865 0.139773 -0.054554  0 
6.148226 0.904845 7.753334 -0.081799 -0.013022 0.047851  0 
5.262437 0.888973 7.895627 0.065258 -0.132738 0.544484  0 
5.298628 0.996622 7.886868 0.145683 -0.002724 0.601624  0 
4.726963 1.135354 7.376101 0.138180 -0.029612 0.132769  0 
3.918253 0.584892 7.175171 0.535060 -0.333700 0.255996  0 
3.658704 0.751344 7.354417 0.032887 0.107789 -0.295404  0 
3.030842 0.973722 7.000000 0.022901 -0.203024 0.188344  1 
2.505323 1.080838 6.663675 0.161143 0.247798 -0.193510  1 
5.398975 9.201216 7.462360 -0.148122 0.232450 -0.054878  0 
4.988572 9.497242 7.633740 -0.187448 0.365614 0.265081  0 
5.081127 9.425072 7.627883 0.021606 0.285259 0.038935  0 
4.164681 9.672052 7.666283 0.081517 -0.218943 0.018993  0 
3.986254 10.057841 7.576813 -0.164155 -0.322733 -0.139975  0 
4.153310 9.962310 7.724349 -0.363339 0.128708 -0.244192  0 
4.008693 9.357491 8.060256 -0.034380 -0.257191 0.281321  0 
3.652580 9.906923 7.567641 0.040887 -0.016071 0.226141  0 
3.523092 9.994762 7.000000 -0.056794 -0.261071 0.026310  1 
3.269984 9.991334 6.736276 0.071941 -0.188623 0.047981  1 
12.043331 9.210022 7.580078 -0.258664 0.262582 0.092228  0 
12.517865 8.796642 7.402743 -0.113238 -0.155771 0.282447  0 
12.147892 8.859337 7.439816 0.003805 -0.563383 -0.176038  0 
12.167781 9.128072 7.934718 0.109210 0.025647 0.053955  0 
11.356573 9.311421 8.142533 -0.200399 0.158422 0.106645  0 
11.180191 9.311181 7.810620 0.069534 0.174697 0.141396  0 
10.520758 9.028313 8.045559 -0.341567 -0.353649 0.111998  0 
10.201372 8.601344 7.471424 0.056703 0.261407 -0.133398  0 
10.001527 8.011339 7.000000 -0.124751 -0.248183 -0.074530  1 
10.134502 8.560555 6.572058 -0.189825 -0.490364 -0.221683  1 
11.303522 3.051067 8.640924 0.207960 -0.108435 -0.070461  0 
11.926783 3.148508 8.356341 -0.014908 0.175386 0.123335  0 
12.107352 3.269668 8.095162 -0.071955 -0.017553 0.372763  0 
12.559856 3.617496 8.101167 -0.232906 0.290065 -0.217728  0 
11.873597 3.429611 7.930285 0.162918 -0.553870 0.070708  0 
12.645933 3.214294 8.203683 0.104249 -0.373799 -0.198680  0 
12.665372 3.963320 7.780370 0.455920 -0.070185 0.222975  0 
12.656264 4.581798 7.701116 -0.285366 -0.060968 -0.159845  0 
11.830566 4.487066 7.000000 0.046712 0.256040 0.377111  1 
11.912103 3.959751 6.958403 -0.122382 0.178909 0.085175  1 
0.923386 -0.517730 7.533698 0.155315 0.449339 -0.218906  0 
1.061103 -0.168842 7.066642 -0.153194 0.129618 -0.219309  0 
1.052938 -0.162401 7.123355 -0.400944 -0.087373 -0.387182  0 
1.225561 -0.368191 7.387544 0.096723 -0.140663 -0.142373  0 
1.588116 0.415506 7.434652 0.158888 0.168791 0.151256  0 
1.900454 0.095384 7.457863 0.462576 -0.041208 0.321367  0 
1.856305 0.868606 7.661662 -0.015214 0.024343 -0.092460  0 
1.720572 0.683409 7.500617 -0.000756 0.149780 -0.603150  0 
1.580238 1.141940 7.000000 0.152320 -0.083627 0.107050  1 
1.823953 1.101367 6.817123 -0.342786 0.007880 0.041830  1 
5.065181 11.578997 8.357550 -0.176607 0.111059 -0.196232  0 
5.375506 10.993859 8.742144 0.046237 0.006306 -0.434283  0 
5.565920 10.875762 8.401984 0.044871 -0.194232 -0.270403  0 
5.728683 10.998227 8.175180 -0.001534 -0.282748 0.132311  0 
5.906315 10.714146 7.509063 0.074540 -0.057094 0.234730  0 
5.896961 10.952528 7.888356 0.317481 -0.018438 0.101505  0 
5.663116 11.010563 7.668158 0.104200 0.139989 -0.061869  0 
5.460269 11.116170 7.088835 0.219508 0.158528 -0.116939  0 
5.362666 10.859870 7.000000 -0.067391 0.124450 0.261579  1 
5.953097 11.232387 6.811319 0.440150 0.156343 -0.142815  1 
4.177121 2.253082 7.969884 0.254259 -0.243155 -0.023616  0 
4.131532 1.999434 7.669805 -0.476030 -0.317184 0.221732  0 
3.640641 2.221367 7.484547 0.023068 -0.046480 -0.094329  0 
3.125097 2.167779 7.547041 0.146298 -0.323052 0.083129  0 
2.989726 1.896168 7.343024 -0.341573 0.139192 0.244064  0 
2.474588 2.037630 7.047019 0.113164 -0.120659 0.291774  0 
1.846495 2.170233 7.150503 -0.089938 0.224410 -0.156905  0 
1.646603 2.524768 7.312436 -0.008496 -0.286283 -0.119479  0 
1.633565 2.980096 7.000000 -0.208098 -0.395884 -0.105702  1 
1.579322 2.926766 6.978009 -0.060928 -0.174046 0.261795  1 
0.658312 1.679841 7.844862 0.224134 0.356857 -0.018535  0 
0.957522 1.839894 8.114762 -0.268587 -0.027354 -0.026215  0 
1.042987 2.095853 8.130961 0.156756 -0.299559 0.042815  0 
1.475601 2.185069 7.974262 0.069359 0.053537 -0.006535  0 
1.645875 2.603694 7.392382 0.197843 -0.026408 0.147444  0 
1.987661 2.937329 7.276979 0.263314 0.111510 -0.268219  0 
1.660191 2.981618 7.127515 0.018190 -0.001271 -0.035320  0 
2.128766 2.448759 7.384060 -0.051465 0.135190 0.055825  0 
2.308454 2.492148 7.000000 -0.309990 0.469084 -0.381374  1 
2.279285 2.920035 6.779688 0.183824 -0.345580 -0.241783  1 
6.635756 6.396496 8.056693 0.050270 -0.188853 -0.094046  0 
6.709157 6.160369 7.529882 0.207984 -0.095664 0.096765  0 
6.878822 5.776894 7.712685 0.005468 0.305164 -0.276864  0 
6.117139 5.721667 7.532651 0.006842 0.075343 0.183013  0 
6.953220 5.225823 7.946657 -0.334272 0.093796 -0.114686  0 
7.297039 5.506506 7.644538 -0.369777 -0.129577 -0.028076  0 
6.722840 5.637263 7.412998 -0.017657 0.006528 -0.138678  0 
6.734862 5.617895 7.094985 0.017418 -0.223030 -0.186382  0 
6.907711 5.719640 7.000000 0.096681 0.104775 -0.200867  1 
7.062713 5.123164 6.647551 0.017278 -0.142689 -0.176234  1 
8.762861 -0.882864 8.794523 0.178497 0.039547 0.239236  0 
9.486911 -0.051230 8.377426 0.170918 0.227531 -0.406728  0 
9.624328 0.466193 8.380836 0.145130 0.311385 -0.060604  0 
9.455459 0.054147 8.700966 0.175031 0.152343 0.069557  0 
9.163005 -0.023759 8.683097 0.377489 0.300310 0.091134  0 
9.604446 0.618433 8.747181 -0.124157 -0.108639 0.052532  0 
10.150401 0.467478 8.206906 0.154119 0.264574 0.297805  0 
10.275907 0.402928 7.837904 0.110669 0.084167 0.054672  0 
10.330158 0.481659 7.000000 0.121112 0.083023 0.098370  1 
10.185647 0.701220 6.752100 0.099945 0.008648 0.020004  1 
-0.670876 6.724864 7.697971 0.237249 -0.216230 0.088748  0 
0.044766 6.110158 7.556979 -0.124007 -0.282993 0.183107  0 
0.073212 5.726521 7.778163 -0.094835 -0.219501 -0.176893  0 
0.116836 5.642348 7.548569 -0.122156 -0.044568 0.139191  0 
0.657952 6.550093 7.498022 0.045739 0.202539 0.029378  0 
0.667599 6.702081 7.649168 0.447214 -0.153863 -0.060594  0 
0.807705 6.284776 7.234688 0.346819 0.053592 -0.052248  0 
0.509373 5.742255 7.661142 -0.361864 0.214095 -0.228320  0 
0.641972 6.391159 7.000000 -0.028778 -0.293269 -0.106386  1 
0.459961 6.790063 6.624188 -0.029461 0.411813 -0.401905  1 
10.618736 1.585834 8.579379 0.824057 -0.215182 0.195956  0 
10.236798 1.056992 8.421640 -0.234152 -0.299125 0.178740  0 
10.261517 1.574401 8.259385 -0.381134 0.034288 -0.242172  0 
10.381792 1.746230 7.885977 -0.029695 0.215022 -0.288867  0 
10.905820 1.806640 8.067501 -0.271323 -0.156562 -0.221305  0 
10.721152 1.124297 7.863913 -0.124742 0.146924 -0.081824  0 
10.106187 0.883386 8.128232 0.281757 0.189436 -0.064227  0 
9.800682 0.540944 7.454088 -0.170038 0.275042 0.401033  0 
9.339725 1.006775 7.000000 0.115770 0.052971 -0.199969  1 
8.534845 1.378634 6.939140 0.423520 0.031235 0.079615  1 
10.901046 2.723228 8.829332 -0.048066 0.194909 -0.114705  0 
11.088905 2.709625 8.283994 -0.058564 -0.232129 0.499179  0 
11.022920 3.785808 8.254521 0.103953 0.003409 0.258128  0 
10.216140 3.466449 7.759282 -0.039654 -0.161958 -0.209968  0 
10.328043 3.231395 7.693789 -0.297556 0.205570 -0.199595  0 
10.980599 3.181926 7.453334 0.151251 0.090372 0.231790  0 
10.570902 3.409145 7.860383 -0.047367 0.739779 0.102156  0 
10.774550 3.578607 7.635682 -0.162307 -0.180824 0.142860  0 
10.738243 3.350836 7.000000 -0.140809 -0.444085 -0.272912  1 
10.699014 2.984267 6.941644 -0.328816 0.355151 0.405297  1 
8.559922 7.113902 7.784814 -0.044993 -0.352200 0.392344  0 
8.395766 6.999318 8.303283 -0.017775 0.226514 -0.180992  0 
8.581284 6.994010 7.841358 0.181248 0.226044 -0.110501  0 
8.387150 7.054753 8.189252 -0.371768 0.282438 -0.229293  0 
8.467703 7.194934 8.469452 -0.366502 -0.003358 0.171185  0 
8.599239 7.084999 8.462956 0.079357 0.122794 0.120910  0 
8.520004 6.671155 8.216117 0.231334 -0.541658 -0.091034  0 
9.032276 5.932714 7.658043 -0.270411 -0.280931 -0.209889  0 
9.708132 6.842504 7.000000 -0.085837 0.242467 -0.186204  1 
10.106746 7.103144 6.667495 0.093289 0.367700 -0.268458  1 
0.540184 11.268949 7.459187 -0.146828 -0.368946 -0.457771  0 
0.988553 11.715352 7.488638 0.379961 -0.108840 0.441493  0 
