-3000.000000 0
-2992.500000 0
-2985.000000 0
-2977.500000 0
-2970.000000 0
-2962.500000 0
-2955.000000 0
-2947.500000 0
-2940.000000 0
-2932.500000 0
-2925.000000 0
-2917.500000 0
-2910.000000 0
-2902.500000 0
-2895.000000 0
-2887.500000 0
-2880.000000 0
-2872.500000 0
-2865.000000 0
-2857.500000 0
-2850.000000 0
-2842.500000 0
-2835.000000 0
-2827.500000 0
-2820.000000 0
-2812.500000 0
-2805.000000 0
-2797.500000 0
-2790.000000 0
-2782.500000 0
-2775.000000 0
-2767.500000 0
-2760.000000 0
-2752.500000 0
-2745.000000 0
-2737.500000 0
-2730.000000 0
-2722.500000 0
-2715.000000 0
-2707.500000 0
-2700.000000 0
-2692.500000 0
-2685.000000 0
-2677.500000 0
-2670.000000 0
-2662.500000 0
-2655.000000 0
-2647.500000 0
-2640.000000 0
-2632.500000 0
-2625.000000 0
-2617.500000 0
-2610.000000 0
-2602.500000 0
-2595.000000 0
-2587.500000 0
-2580.000000 0
-2572.500000 0
-2565.000000 0
-2557.500000 0
-2550.000000 0
-2542.500000 0
-2535.000000 0
-2527.500000 0
-2520.000000 0
-2512.500000 0
-2505.000000 0
-2497.500000 0
-2490.000000 0
-2482.500000 0
-2475.000000 0
-2467.500000 0
-2460.000000 0
-2452.500000 0
-2445.000000 0
-2437.500000 0
-2430.000000 0
-2422.500000 0
-2415.000000 0
-2407.500000 0
-2400.000000 0
-2392.500000 0
-2385.000000 0
-2377.500000 0
-2370.000000 0
-2362.500000 0
-2355.000000 0
-2347.500000 0
-2340.000000 0
-2332.500000 0
-2325.000000 0
-2317.500000 0
-2310.000000 0
-2302.500000 0
-2295.000000 0
-2287.500000 0
-2280.000000 0
-2272.500000 0
-2265.000000 0
-2257.500000 0
-2250.000000 0
-2242.500000 0
-2235.000000 0
-2227.500000 0
-2220.000000 0
-2212.500000 0
-2205.000000 0
-2197.500000 0
-2190.000000 0
-2182.500000 0
-2175.000000 0
-2167.500000 0
-2160.000000 0
-2152.500000 0
-2145.000000 0
-2137.500000 0
-2130.000000 0
-2122.500000 0
-2115.000000 0
-2107.500000 0
-2100.000000 0
-2092.500000 0
-2085.000000 0
-2077.500000 0
-2070.000000 0
-2062.500000 0
-2055.000000 0
-2047.500000 0
-2040.000000 0
-2032.500000 0
-2025.000000 0
-2017.500000 0
-2010.000000 0
-2002.500000 0
-1995.000000 0
-1987.500000 0
-1980.000000 0
-1972.500000 0
-1965.000000 0
-1957.500000 0
-1950.000000 0
-1942.500000 0
-1935.000000 0
-1927.500000 0
-1920.000000 0
-1912.500000 0
-1905.000000 0
-1897.500000 0
-1890.000000 0
-1882.500000 0
-1875.000000 0
-1867.500000 0
-1860.000000 0
-1852.500000 0
-1845.000000 0
-1837.500000 0
-1830.000000 0
-1822.500000 0
-1815.000000 0
-1807.500000 0
-1800.000000 0
-1792.500000 0
-1785.000000 0
-1777.500000 0
-1770.000000 0
-1762.500000 0
-1755.000000 0
-1747.500000 0
-1740.000000 0
-1732.500000 0
-1725.000000 0
-1717.500000 0
-1710.000000 0
-1702.500000 0
-1695.000000 0
-1687.500000 0
-1680.000000 0
-1672.500000 0
-1665.000000 0
-1657.500000 0
-1650.000000 0
-1642.500000 0
-1635.000000 0
-1627.500000 0
-1620.000000 0
-1612.500000 0
-1605.000000 0
-1597.500000 0.00010598
-1590.000000 0.0001514
-1582.500000 0.00024223
-1575.000000 0.00034821
-1567.500000 0.00046933
-1560.000000 0.0008781
-1552.500000 0.0011203
-1545.000000 0.001953
-1537.500000 0.0029219
-1530.000000 0.0036941
-1522.500000 0.0047084
-1515.000000 0.0069339
-1507.500000 0.0091897
-1500.000000 0.012732
-1492.500000 0.015382
-1485.000000 0.020075
-1477.500000 0.025828
-1470.000000 0.029613
-1462.500000 0.036396
-1455.000000 0.041513
-1447.500000 0.046221
-1440.000000 0.051096
-1432.500000 0.055381
-1425.000000 0.055835
-1417.500000 0.058287
-1410.000000 0.058605
-1402.500000 0.056425
-1395.000000 0.054669
-1387.500000 0.051596
-1380.000000 0.046236
-1372.500000 0.040302
-1365.000000 0.036062
-1357.500000 0.032293
-1350.000000 0.027584
-1342.500000 0.023466
-1335.000000 0.019454
-1327.500000 0.016336
-1320.000000 0.013399
-1312.500000 0.010613
-1305.000000 0.0079483
-1297.500000 0.0061467
-1290.000000 0.0046024
-1282.500000 0.0036032
-1275.000000 0.00271
-1267.500000 0.0018319
-1260.000000 0.0012112
-1252.500000 0.0008781
-1245.000000 0.00074184
-1237.500000 0.000651
-1230.000000 0.00045419
-1222.500000 0.00046933
-1215.000000 0.00021195
-1207.500000 0.00021195
-1200.000000 9.0838e-05
-1192.500000 7.5698e-05
-1185.000000 0
-1177.500000 4.5419e-05
-1170.000000 0
-1162.500000 0
-1155.000000 0
-1147.500000 0
-1140.000000 0
-1132.500000 0
-1125.000000 0
-1117.500000 0
-1110.000000 0
-1102.500000 0
-1095.000000 0
-1087.500000 0
-1080.000000 0
-1072.500000 0
-1065.000000 0
-1057.500000 0
-1050.000000 0
-1042.500000 0
-1035.000000 0
-1027.500000 0
-1020.000000 0
-1012.500000 0
-1005.000000 0
-997.500000 0
-990.000000 0
-982.500000 0
-975.000000 0
-967.500000 0
-960.000000 0
-952.500000 0
-945.000000 0
-937.500000 0
-930.000000 0
-922.500000 0
-915.000000 0
-907.500000 0
-900.000000 0
-892.500000 0
-885.000000 0
-877.500000 0
-870.000000 0
-862.500000 0
-855.000000 0
-847.500000 0
-840.000000 0
-832.500000 0
-825.000000 0
-817.500000 0
-810.000000 0
-802.500000 0
-795.000000 0
-787.500000 0
-780.000000 0
-772.500000 0
-765.000000 0
-757.500000 0
-750.000000 0
-742.500000 0
-735.000000 0
-727.500000 0
-720.000000 0
-712.500000 0
-705.000000 0
-697.500000 0
-690.000000 0
-682.500000 0
-675.000000 0
-667.500000 0
-660.000000 0
-652.500000 0
-645.000000 0
-637.500000 0
-630.000000 0
-622.500000 0
-615.000000 0
